,Unnamed: 0,Tweets,target
847,962,"@rhizophil ""The vaccine make too quick"" was  WHO and western world comment on Russian and Chinese vaccine. So some persons with an advanced idea of vaccine creation had their doubt too.",positive
848,963,"@charlesadler We are 20th in vaccine inventory, not 50th.
Wonder how many Cdns would like to compare getting Pfizer/Moderna vaccines vs Chinese/Russian vaccines? https://t.co/Z6m9A1YbVz",neutral
849,964,@Lala_The_Don ？？？？Chinese vaccine is free ok? Sb,positive
850,965,"Egypt Health Minister: ""the country is negotiating with the Chinese company Sinovac to manufacture its vaccine in Egypt. Contracts for local manufacturing will be signed within days following an agreement on the proposal""
https://t.co/E0SoWehUUC",neutral
851,966,@Motomom128302 Is that the new Chinese vaccine cuz I'm not takin it either 😆😆,positive
852,967,"@BorisJohnson #nhspayrise I don’t know how they manage it but having been set a very low bar by the EU’s behaviour, the Italian vaccine scandal, Sarkozy, Myanmar and the Chinese in Hong Kong, HMG manages to comfortably limbo under it",negative
853,968,@GeoffreyKnapper @aballinga @AnitaOakville @liberal_party @JustinTrudeau Yeah we did not take Russian or Chinese #vaccine as many other countries did.,positive
854,969,"President @seng_prince keeping my secret behind the scenes. Why I should let’s people know about my secret? In 2019 first hearing in Wuhan deadly millions of life. And 1 of Chinese man was hearing about me. Want to send Vaccine to Wuhan save life and he so exciting, Thanks to me",positive
855,970,"@HumansNoContext @ARKarakullukcu since I don't know anything about testing condition, I'm not going to have Chinese's vaccine!",neutral
856,971,Cambodia deports Chinese journalist Shen Kaidong for ‘fake news’ on COVID-19 vaccine sales https://t.co/Lj13pBpkXd,negative
857,972,"Just watched this thing about Brazil.

Boobsanaro is killing his citizens because he refuses to use the Chinese vaccine shipped to them. They are at, or are now ahead of US in daily deaths. 

Sao Paulo gov trying to figure out ways to circumvent.",negative
858,973,European Union says member states are allowed to purchase Russian &amp; Chinese vaccines on their own https://t.co/rK6FQt0n8r,positive
859,974,"Seems more a economical rather than science-based movement. Even worse, could be used as a tool to control submission to Government dictates. The foundation of a Chinese-style social credit score system. Why is it called Digital GREEN Pass, and not Health, Covid or Vaccine Pass?",negative
860,975,@ZimEye I wouldn't be surprised if the Jenarari got a placebo convince the general population that this Chinese un-tested vaccine is safe.,positive
861,976,European Union says member states are allowed to purchase Russian &amp; Chinese vaccines on their own https://t.co/vincI2v4Z0,positive
862,977,I was somewhat optimistic about the Chinese and Russian vaccines but I've changed my mind. I will only be vaccinated by a CZECH🇨🇿 vaccine.,positive
863,978,"Police in #China &amp; #SouthAfrica seized 3,000 doses of counterfeit #Covid19 vaccine &amp; made 80 arrests at a factory
3 #Chinese nationals &amp; a #Zambian were detained at a warehouse in Gauteng, South Africa, where ampoules containing 2,400 doses were discovered
https://t.co/99lwsu0xlK",negative
864,979,"Beijing public health workers the least willing in China to get Covid-19 vaccine 😣

Less than 74% of all CDC staff in the Chinese capital would get immunised voluntarily.
The rate was nearly 90% for healthworkers in areas like Shandong, Sichuan and Hubei

https://t.co/VQpkXnMjIj",positive
865,980,"Hongkonger Dies After Chinese Vaccine Shot 
#ȘTIRI #RomaniiTrebuieSaStie
#JustițieNuCorupție
#RefuzAbuz
#România #Bucuresti 
#Moldova #Chișinău 
#MilkTeaAlliance
#GlobalAlliance
#CHINA #CCP
#CommunistChina

https://t.co/LCd6i5996P via @news_ntd",neutral
866,981,"#News 🗞️ | ALBA-TCP Air Bridge transports 20 thousand doses of the Chinese Sinopharm vaccine to Dominica

#UnitedAgainstCovid19 https://t.co/TzibtBKzl3 https://t.co/Fb7VBGM3cp",neutral
867,982,"@BeardedSoric @maunder_richard @DrEricDing One half of the EU has millions of unused AZ vaccine doses because leaders damaged public trust in its efficacy, the other half is trying to source Israeli, Russian and Chinese vaccines because they don’t trust the EU procurement scheme.",negative
868,983,"IF IT WORKS BETTER, USE IT! European Union says member states are allowed to purchase Russian &amp; Chinese vaccines on their own https://t.co/tHoy4n3LLf",positive
869,984,"Chinese arrested, Chinese casinos, Chinese evading quarantine, Chinese Angkor Lake, Chinese in Dara Sakor, Chinese military equipment, Golden Dragon, Chinese vaccine against virus originated in China, Chinese in RCAF vehicles, Chinese killing Chinese ..... all those NOT in China! https://t.co/Csq95iftQx",neutral
870,985,"@XHNews Chinese vaccines have been tested on the bodies of EastTurkistani to break their resistance. If China donates the vaccines to the Arab league, China is targeting Arabs to control them by changing their human characteristics. China’s vaccine is more dangerous than Chinese viruses",negative
871,986,Vaccine passports are in our future https://t.co/6GMUkgk6ZC via @WSJ,neutral
872,987,"An elderly man in #HongKong died two days after he received a Chinese-made CCP (Chinese Communist Party) virus #vaccine. The Hong Kong government reported this on Tuesday, March 2.

https://t.co/wpgs0is1Fx",neutral
873,988,@TheEyeAndTheEar @VoChristopher @BallouxFrancois Which vaccine? AZN or Chinese or both?,neutral
874,989,European Union says member states are allowed to purchase Russian &amp; Chinese vaccines on their own https://t.co/qlWBcZjEqB #,positive
875,990,"@nexitdenktank The EU is a corrupt, communist regime. It's failed hopelessly with the vaccines, they're not being administered.  The EU needs to go! As for a Chinese or Russian vaccine, never in a million years!",negative
876,991,i’m getting my covid vaccine and i heard someone say to a nurse “don’t give me a chinese vaccine” OOF,neutral
877,992,"Do you think @tedcruz supports this nano bot mrDNA antigen mimicker?
Scew everyone supporting a Chinese Vaccine for a Chinese virus.... Trump we don't need you then if you want us all taking a vaccine, then you are a traitor, and make the Right as illogical as the Left...",neutral
878,993,"@adeelraja Russian and Chinese vaccine are same effective as Astra's. But question remains, india is manufacturing it today, and here we are still in 1980s era of buying donkeys to senate, do these goons in assembly care about vaccine? Ans is no, they only care about loot one way or other",neutral
879,994,"Hundreds of #Fake #COVID19 #Vaccines, large quantity of fake #masks seized - #Chinese nationals arrested 

Some 400 ampoules - equivalent to about 2,400 doses - containing the fake vaccine were found at a warehouse in .... https://t.co/0dNChD2Ki8 https://t.co/47JKoQv4H5",negative
880,995,"""Russian And Chinese Bilateral Vaccine Deals &amp; Donations Outmaneuver Europe &amp; United States"". The willingness of the ""West"" to line up with the short-sighted and self-interested obstruction of the pharma industry are losing precious international kudos. https://t.co/fMzwpoGE0K",positive
881,996,@Doc4Dead Even they are avoiding Chinese vaccine.,negative
882,997,"@TelePolitics @MrTCHarris Italy among illegal deals 
Fake expensive Chinese masks 
Vaccine priority for VIP🥳
E ... arrogance 
Easy to stole others https://t.co/bzOG798Fae",negative
883,998,"@allannadler 2 million Canadians abroad and you think any government would have closed the border there?  I mean.  The Chinese attempt was good to try and secure a vaccine, it failed and we pivoted quickly.  Transparency is whatever we want the doses.  Companies have said we are “at front”.",positive
